ORGAO,FUNCAO,SUBFUNCAO,ACAO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,1391 - DESENVOLVIMENTO DO PLANO DE CAPACITACAO DOS SERVIDORES
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,2163 - GESTAO DA TERCEIRIZACAO CORPORATIVA DA PMF
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",13 - CULTURA,122 - ADMINISTRACAO GERAL,2163 - GESTAO DA TERCEIRIZACAO CORPORATIVA DA PMF
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",19 - CIENCIA E TECNOLOGIA,126 - TECNOLOGIA DA INFORMACAO,1034 - IMPLANTACAO DO PROJETO FORTALEZA ONLINE
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,23 - COMERCIO E SERVICOS,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,23 - COMERCIO E SERVICOS,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,23 - COMERCIO E SERVICOS,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,23 - COMERCIO E SERVICOS,695 - TURISMO,2171 - MANUTENCAO E FUNCIONAMENTO DO OBSERVATORIO TURISTICO
SECRETARIA MUNICIPAL DO TURISMO DE FORTALEZA,23 - COMERCIO E SERVICOS,695 - TURISMO,2218 - APOIO E PARTICIPACAO A EVENTOS PARA FINS DA PROMOCAO E CAPTACAO DO DESTINO FORTALEZA.
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1042 - REDUCAO DOS PONTOS DE POLUICAO AO LONGO DA VERTENTE MARITIMA
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,"1048 - RECUPERACAO DO AMBIENTE SOCIAL, URBANO E AMBIENTAL - FORTALEZA CIDADE SUSTENTAVEL"
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1060 - AMPLIACAO DE ACOES INTEGRADAS DE RESIDUOS SOLIDOS
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1249 - DESENVOLVIMENTO E IMPLANTACAO DE OPERACOES URBANAS CONSORCIADAS - FORTALEZA CIDADE SUSTENTAVEL
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1507 - IMPLEMENTACAO DOS INSTRUMENTOS DE PLANEJAMENTO E CONTROLE URBANO E AMBIENTAL
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1509 - MODERNIZACAO DOS PROCEDIMENTOS DE CONTROLE URBANO E AMBIENTAL
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1716 - DESENVOLVIMENTO E IMPLANTACAO DE PLANOS E / OU PROJETOS URBANISTICOS E AMBIENTAIS EM AREAS ESPECIAIS
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,"1842 - ELABORACAO, ATUALIZACAO E COMPLEMENTACAO DA LEGISLACAO URBANA"
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,122 - ADMINISTRACAO GERAL,1125 - REALIZACAO DE CONCURSO PUBLICO E SELECAO DE PESSOAL
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,"1222 - GERENCIAMENTO, SUPERVISAO E CONSULTORIA DAS ACOES DO PROGRAMA FORTALEZA CIDADE SUSTENTAVEL"
SECRETARIA MUNICIPAL DO URBANISMO E MEIO AMBIENTE,18 - GESTAO AMBIENTAL,542 - CONTROLE AMBIENTAL,1204 - MONITORAMENTO E CONTROLE DA POLUICAO AMBIENTAL
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,122 - ADMINISTRACAO GERAL,1917 - APOIO E REALIZACAO DE EVENTOS
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2428 - MANUTENCAO DE ORGAOS COLEGIADOS DO MUNICIPIO
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1002 - REALIZACAO DE PARCERIAS COM ORGANIZACOES DA SOCIEDADE CIVIL PARA DESENVOLVER ACOES DE REDUCAO DE HOMICIDIOS DE ADOLESCENTES
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1161 - REALIZACAO DA CONFERENCIA MUNICIPAL DE SAN
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1162 - APOIO A ENTIDADES DA SOCIEDADE CIVIL PARA REALIZACAO DE ACOES DE SAN
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1331 - DESENVOLVIMENTO DE ESTUDOS E PESQUISAS SOBRE SAN
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1333 - IMPLANTACAO DE EQUIPAMENTOS VOLTADOS A SEGURANCA ALIMENTAR
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1521 - PROMOCAO DE ACOES DE FORMACAO CONTINUADA EM SAN
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,1522 - CONSOLIDACAO DO SISTEMA MUNICIPAL DE SAN - SISAN
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,08 - ASSISTENCIA SOCIAL,306 - ALIMENTACAO E NUTRICAO,2012 - MANUTENCAO DOS RESTAURANTES POPULARES
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,244 - ASSISTENCIA COMUNITARIA,2305 - MANUTENCAO DOS CENTROS DE CIDADANIA E DIREITOS HUMANOS
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1284 - IMPLANTACAO DE CENTRO DE CIDADANIA LGBT
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1304 - REALIZACAO DE EVENTOS COM ATIVIDADES ARTISTICA E CULTURAIS LGBT
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1310 - PUBLICACAO DE MATERIAL INFORMATIVO E EDUCATIVO DIRECIONADO A INCLUSAO DA POPULACAO LGBT
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1350 - ATUALIZACAO DO PLANO MUNICIPAL DE POLITICAS PARA AS MULHERES
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1363 - EXECUCAO DAS ACOES CONTEMPLADAS NO PLANO MUNICIPAL DA IGUALDADE RACIAL
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1365 - COMEMORACAO DO DIA NACIONAL DA CONSCIENCIA NEGRA
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1408 - REALIZACAO DE CAMPANHA EM DEFESA DOS DIREITOS HUMANOS
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1516 - FORTALECIMENTO DAS POLITICAS DE DEFESA DOS DIREITOS DA MULHER
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1896 - REALIZACAO DE OFICINAS DE ARTE - EDUCACAO EM DIREITOS HUMANOS
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2002 - MANUTENCAO DO CENTRO DE REFERENCIA DA IGUALDADE RACIAL
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2052 - MANUTENCAO DOS EQUIPAMENTOS DE ATENDIMENTO A MULHER EM SITUACAO DE VIOLENCIA
SECRETARIA MUNICIPAL DOS DIREITOS HUMANOS E DESENVOLVIMENTO SOCIAL,20 - AGRICULTURA,605 - ABASTECIMENTO,1858 - PROMOCAO DA AGRICULTURA FAMILIAR URBANA E PERIURBANA
SECRETARIA REGIONAL DO CENTRO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL DO CENTRO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL DO CENTRO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL DO CENTRO,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL DO CENTRO,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1214 - CONSTRUCAO, AMPLIACAO E REFORMA DE MERCADOS PUBLICOS"
SECRETARIA REGIONAL DO CENTRO,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL DO CENTRO,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL DO CENTRO,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2769 - DESENVOLVIMENTO DAS ACOES PARA CONTROLE URBANO E USO REGULAR DOS ESPACOS PUBLICOS
SECRETARIA REGIONAL I,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL I,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL I,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL I,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2410 - MANUTENCAO DA CENTRAL DE ACOLHIMENTO
SECRETARIA REGIONAL I,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1214 - CONSTRUCAO, AMPLIACAO E REFORMA DE MERCADOS PUBLICOS"
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1216 - CONSTRUCAO E AMPLIACAO DO SISTEMA VIARIO
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1934 - DESOBSTRUCAO, LIMPEZA E MANUTENCAO DE GALERIAS PLUVIAIS"
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2769 - DESENVOLVIMENTO DAS ACOES PARA CONTROLE URBANO E USO REGULAR DOS ESPACOS PUBLICOS
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
SECRETARIA REGIONAL I,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2943 - MANUTENCAO DE VIAS E ESPACOS PUBLICOS
SECRETARIA REGIONAL I,15 - URBANISMO,452 - SERVICOS URBANOS,2533 - MANUTENCAO DOS SERVICOS URBANOS
SECRETARIA REGIONAL I,17 - SANEAMENTO,512 - SANEAMENTO BASICO URBANO,1217 - AMPLIACAO E RECUPERACAO DO SISTEMA DE DRENAGEM
SECRETARIA REGIONAL I,27 - DESPORTO E LAZER,813 - LAZER,1036 - IMPLANTACAO E RECUPERACAO DE EQUIPAMENTOS DE ESPORTE E LAZER
SECRETARIA REGIONAL II,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL II,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL II,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL II,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL II,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL II,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL II,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2943 - MANUTENCAO DE VIAS E ESPACOS PUBLICOS
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2410 - MANUTENCAO DA CENTRAL DE ACOLHIMENTO
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2951 - MANUTENCAO DE EQUIPAMENTOS URBANOS
SECRETARIA REGIONAL III,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1214 - CONSTRUCAO, AMPLIACAO E REFORMA DE MERCADOS PUBLICOS"
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1216 - CONSTRUCAO E AMPLIACAO DO SISTEMA VIARIO
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1217 - AMPLIACAO E RECUPERACAO DO SISTEMA DE DRENAGEM
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1622 - CONSTRUCAO, AMPLIACAO E REFORMA DE EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL III,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL III,27 - DESPORTO E LAZER,813 - LAZER,1036 - IMPLANTACAO E RECUPERACAO DE EQUIPAMENTOS DE ESPORTE E LAZER
SECRETARIA REGIONAL IV,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL IV,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL IV,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL IV,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2410 - MANUTENCAO DA CENTRAL DE ACOLHIMENTO
SECRETARIA REGIONAL IV,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1207 - REFORMA E AMPLIACAO DE CEMITERIOS PUBLICOS
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1214 - CONSTRUCAO, AMPLIACAO E REFORMA DE MERCADOS PUBLICOS"
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1216 - CONSTRUCAO E AMPLIACAO DO SISTEMA VIARIO
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1217 - AMPLIACAO E RECUPERACAO DO SISTEMA DE DRENAGEM
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1484 - IMPLANTACAO DE POSTOS DE RECICLAGEM DE RESIDUOS SOLIDOS
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2769 - DESENVOLVIMENTO DAS ACOES PARA CONTROLE URBANO E USO REGULAR DOS ESPACOS PUBLICOS
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
SECRETARIA REGIONAL IV,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2943 - MANUTENCAO DE VIAS E ESPACOS PUBLICOS
SECRETARIA REGIONAL IV,15 - URBANISMO,452 - SERVICOS URBANOS,2533 - MANUTENCAO DOS SERVICOS URBANOS
SECRETARIA REGIONAL IV,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,"1139 - LIMPEZA E DESOBSTRUCAO DE LAGOAS, CANAIS, RIACHOS E BUEIROS"
SECRETARIA REGIONAL IV,27 - DESPORTO E LAZER,813 - LAZER,1036 - IMPLANTACAO E RECUPERACAO DE EQUIPAMENTOS DE ESPORTE E LAZER
SECRETARIA REGIONAL V,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA REGIONAL V,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA REGIONAL V,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA REGIONAL V,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2410 - MANUTENCAO DA CENTRAL DE ACOLHIMENTO
SECRETARIA REGIONAL V,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1207 - REFORMA E AMPLIACAO DE CEMITERIOS PUBLICOS
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1214 - CONSTRUCAO, AMPLIACAO E REFORMA DE MERCADOS PUBLICOS"
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1217 - AMPLIACAO E RECUPERACAO DO SISTEMA DE DRENAGEM
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA REGIONAL V,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2769 - DESENVOLVIMENTO DAS ACOES PARA CONTROLE URBANO E USO REGULAR DOS ESPACOS PUBLICOS
